,
-24.88,0
-24.49,0.01
-23.9,0.02
-23.49,0.03
-23.14,0.04
-22.79,0.05
-22.45,0.06
-21.99,0.07
-21.42,0.08
-21.08,0.09
-20.46,0.1
-19.9,0.11
-19.87,0.12
-19.25,0.13
-19.2,0.14
-18.47,0.15
-18.5,0.16
-17.9,0.17
-17.6,0.18
-17.48,0.19
-17.2,0.2
-16.91,0.21
-16.61,0.22
-16.45,0.23
-15.73,0.24
-15.76,0.25
-15.41,0.26
-15.05,0.27
-14.31,0.28
-13.93,0.29
-13.19,0.3
-13.34,0.31
-12.4,0.32
-12.15,0.33
-11.88,0.34
-11.59,0.35
-11.55,0.36
-11.08,0.37
-10.45,0.38
-10.1,0.39
-10.14,0.4
-9.54,0.41
-9.25,0.42
-8.99,0.43
-8.01,0.44
-8.04,0.45
-7.58,0.46
-6.68,0.47
-6.39,0.48
-6.09,0.49
-5.81,0.5
-6.12,0.51
-5.34,0.52
0.26,0.53
-5.1,0.54
-4.18,0.55
-3.73,0.56
-3.36,0.57
-2.91,0.58
-2.66,0.59
-2.53,0.6
-1.88,0.61
-1.64,0.62
29.13,0.63
-0.99,0.64
-1.12,0.65
-0.7,0.66
0.55,0.67
0.58,0.68
0.58,0.69
1.16,0.7
1.45,0.71
1.55,0.72
3.07,0.73
2.32,0.74
3.92,0.75
4.14,0.76
4.31,0.77
4.4,0.78
5.13,0.79
5.65,0.8
5.94,0.81
6.1,0.82
7.23,0.83
6.99,0.84
7.87,0.85
8.02,0.86
8.78,0.87
9.05,0.88
9.51,0.89
9.51,0.9
10.58,0.91
10.58,0.92
11.89,0.93
11.27,0.94
11.58,0.95
12.28,0.96
13.27,0.97
12.98,0.98
13.64,0.99
14.35,1
13.19,1.01
15.48,1.02
14.73,1.03
15.09,1.04
16.34,1.05
16.23,1.06
17.45,1.07
16.98,1.08
17.84,1.09
18.19,1.1
19.13,1.11
18.58,1.12
24.46,1.13
19.47,1.14
21.31,1.15
90,1.16
20.82,1.17
21.68,1.18
21.72,1.19
21.72,1.2
22.86,1.21
24.04,1.22
23.92,1.23
24.17,1.24
24.74,1.25
23.92,1.26
23.67,1.27
25.9,1.28
24.47,1.29
24.89,1.3
27.29,1.31
27.11,1.32
25.59,1.33
28,1.34
27.37,1.35
28.89,1.36
29.31,1.37
28.89,1.38
28.89,1.39
28.25,1.4
31.65,1.41
31.4,1.42
32.6,1.43
32.88,1.44
34.15,1.45
32.06,1.46
33.54,1.47
29.47,1.48
33.84,1.49
36.3,1.5
34.63,1.51
30.99,1.52
31.66,1.53
37.31,1.54
37.93,1.55
38.82,1.56
33.06,1.57
33.06,1.58
1.88,1.59
64.07,1.6
2.06,1.61
9.06,1.62
35.68,1.63
70.98,1.64
-3.85,1.65
-4.15,1.66
-1.58,1.67
69.77,1.68
72.44,1.69
37.16,1.7
37.57,1.71
-3.76,1.72
37.16,1.73
52.15,1.74
24.51,1.75
125.11,1.76
150,1.77
65.11,1.78
66.38,1.79
9.91,1.8
-3.68,1.81
66.38,1.82
-3.59,1.83
-3.59,1.84
42.56,1.85
-3.73,1.86
-3.64,1.87
3.57,1.88
2.79,1.89
103.17,1.9
2.79,1.91
2.76,1.92
2.76,1.93
-3.44,1.94
-3.59,1.95
-3.49,1.96
-3.35,1.97
56.95,1.98
51.98,1.99
111.51,2
36.06,2.01
50.15,2.02
36.06,2.03
48.26,2.04
49.25,2.05
-2.64,2.06
-2.64,2.07
-2.59,2.08
-8.42,2.09
-8.48,2.1
-8.35,2.11
-8.75,2.12
-8.09,2.13
-8.42,2.14
49.13,2.15
47.32,2.16
46.44,2.17
56.84,2.18
58.39,2.19
58.39,2.2
38.32,2.21
47.26,2.22
93.33,2.23
59.03,2.24
61.69,2.25
60.66,2.26
60.66,2.27
61.69,2.28
-2.59,2.29
57.33,2.3
0.33,2.31
-8.31,2.32
-8.31,2.33
-8.31,2.34
-8.31,2.35
67.23,2.36
60.63,2.37
66.71,2.38
-2.53,2.39
63.71,2.4
62.26,2.41
-2.27,2.42
-2.84,2.43
-2.72,2.44
-12.52,2.45
75.95,2.46
62.9,2.47
75.95,2.48
67.41,2.49
70.74,2.5
71.48,2.51
76.71,2.52
74.44,2.53
78.31,2.54
-1.18,2.55
-2.07,2.56
15.32,2.57
-2.33,2.58
-2.27,2.59
-2.27,2.6
-2.45,2.61
-1.95,2.62
1.81,2.63
76.71,2.64
70.24,2.65
